WORLD,NAME,AGE GROUP,GENDER,OCCULT,ETHNICITY,JOB,JOB DETAIL / BRANCH AND LEVEL,NOTES,PLAYABLE SIM,STATUS,Family ID,"LOT VALUE
=IF(Lots!I#="""","""",Lots!I#)",HOUSEHOLD FUNDS,BANK CASH,TOTAL,WEALTH CLASS,INDIVIDUAL WEALTH CLASS,CLUB,FAME LEVEL,PET,PET NOTES,PRESTIGE RANK,SUGAR,DOS,OWES KASON MONEY,OWES KASON TIME,FAITH,ADDICTION,ALIGNMENT,POWER SOURCE,FORM LEVEL,MAGICAL ABILITIES,SPELLS,ALCHEMY POTIONS,ALTAR CONFIGURATIONS,OCCULT GROUP,LANGUAGE SPOKEN,POLITICAL ALIGNMENT,ORIENTATION,SIM_ID,FAMILY STATUS,TRAITS
Ciudad Enamorada,Luz López,Teenager,Other,Human,Selvadoradian,"Alternative Public School Student , Student Council Member",,"Non Binary, Adopted as an infant
Biological mother is Ivette Solis (unknown to Luz). Raised believing Mónica is her biological mother",No,Not Started,FAM-0003,Same as Monica Same household,In game,,,,,The Bar Association,,,,,,,,,,,,,,,,,,,"Simlish , Selvadoradian",,Both Genders,SIM00080,,
Ciudad Enamorada,Mónica López,Adult,Female,Human,Selvadoradian,Astronaut,,Adoptive mother of Luz López. Biological mother is Ivette Solis (kept secret). Infertile; fears losing Manuel if truth is revealed. Hides infertility and adoption. Hides Rut Montenegro’s paternity of Cesar. Only adult who knows both major family secrets,No,Not Started,FAM-0003,"§130,134",In game,,,,,,,,,,,,,,,,,,,,,,,,"Simlish , Selvadoradian",,Opposite Gender,SIM00081,,
Ciudad Enamorada,Cesar López,Young Adult,Male,Human,Selvadoradian,Detective,,Biological father is Rut Montenegro (secret),No,Not Started,FAM-0003,Same as Monica Same household,In game,,,,,,,,,,,,,,,,,,,,,,,,"Simlish , Selvadoradian",,Opposite Gender,SIM00082,,
Ciudad Enamorada,Sammy García,Young Adult,Male,Human,Selvadoradian,THE RING BEAR NPCS,,,No,Not Started,,In game,In game,,,,,,,,,,,,,,,,,,,,,,,,"Simlish , Selvadoradian",,Opposite Gender,SIM00083,,
Ciudad Enamorada,Renata Vidal,Adult,Female,Human,Tartosian,"Restaurant Cook at Laguna Del Abrazo, Shady Pharma , BASEMENTAL cc",,Back-of-house dealer. Works the same restaurant as Shane Johnston and Rosa Alvarez — they know about her side business and look the other way. Supplies to mid-level buyers in the city.,No,Not Started,,,"§1,800",,"§1,800",Destitute,Destitute,,,,,,,,,,,,,,,,,,,,"Tartosiano , Slevadoradian , Simlish",,Same Gender,SIM00084,,
Copperdale,Dash Cardona,Teenager,Male,Human,Selvadoradian,"High School Student , Social Media , Computer Team Member , Video Game Streamer",,YouTuber duo with a growing subscriber base.,No,Not Started,FAM-0009,,"§25,000",,"§25,000",Poor,Poor,,1,Dog,,,,,,,,,,,,,,,,,"Simlish , Selvadoradian",,Opposite Gender,SIM00085,,
Copperdale,Cash Cardona,Teenager,Male,Human,Selvadoradian,"High School Student , Social Media , Computer Team Member",,YouTuber duo with a growing subscriber base.,No,Not Started,FAM-0009,,"Same ad Dash, same household",,,,Poor,,1,,,,,,,,,,,,,,,,,,"Simlish , Selvadoradian",,Opposite Gender,SIM00086,,
Copperdale,Maggy Cardona,Elder,Female,Human,Selvadoradian,Restaurant Owner at BridgeCreek Drive,,Dash and Cash Cordana's mom,No,Not Started,FAM-0009,,"§40,000",,"§40,000",Poor,Poor,The Foodies,,,,,,,,,,,,,,,,,,,"Simlish , Selvadoradian",,Opposite Gender,SIM00087,,
Copperdale,Hans Cardona,Elder,Male,Human,Selvadoradian,Retired,,Dash and Cash Cordana's dad,No,Not Started,FAM-0009,,"Same as Maggie Cordana, Same Household",,,,Poor,,,,,,,,,,,,,,,,,,,,"Simlish , Selvadoradian",,Opposite Gender,SIM00088,,
Copperdale,Denise Butterfly,Adult,Female,Human,Tartosian,HIGH SCHOOL NPCS,,CAFETERIA WORKER,No,Ongoing,,,"§18,000",,"§18,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Simlish",,Same Gender,SIM00089,,
Copperdale,Hiro Yokohama,Adult,Male,Human,Komorebigan,HIGH SCHOOL NPCS,,CAFETERIA WORKER,No,Ongoing,,,"§18,000",,"§18,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Komorebigo ,  Simlish",,Opposite Gender,SIM00090,,
Copperdale,Patty Maro,Adult,Female,Human,Tartosian,HIGH SCHOOL NPCS,,CAFETERIA WORKER,No,Ongoing,,,"§18,000",,"§18,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Simlish",,Opposite Gender,SIM00091,,
Copperdale,Wendy Potts,Elder,Female,Human,Tartosian,HIGH SCHOOL NPCS,,CAFETERIA WORKER,No,Ongoing,,,"§18,000",,"§18,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Simlish",,Opposite Gender,SIM00092,,
Copperdale,Betty Bucket,Adult,Female,Human,South Windenburgian,HIGH SCHOOL NPCS,,CUSTODIAN,No,Ongoing,,,"§18,000",,"§18,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Same Gender,SIM00093,,
Copperdale,Stan Mopson,Elder,Male,Human,South Windenburgian,HIGH SCHOOL NPCS,,CUSTODIAN,No,Ongoing,,,"§18,000",,"§18,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Same Gender,SIM00094,,
Copperdale,Angela Chalk,Elder,Female,Human,Tomaruan,HIGH SCHOOL NPCS,,TEACHER,No,Ongoing,,,"§45,000",,"§45,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tomaru ,  Simlish",,Opposite Gender,SIM00095,,
Copperdale,Dina Marlowe,Adult,Female,Human,Nordskan,HIGH SCHOOL NPCS,,TEACHER,No,Ongoing,,,"§45,000",,"§45,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska ,  Simlish",,Opposite Gender,SIM00096,,
Copperdale,Harlan Poe,Elder,Male,Human,Nordskan,HIGH SCHOOL NPCS,,"TEACHER , Make Accomplished academically",No,Ongoing,,,"§45,000",,"§45,000",Poor,Poor,The STEM Society,,,,,,,,,,,,,,,,,,,"Nordska ,  Simlish , Toki Sulani , Komorebigo , Selvadoradian , Windenburgish , Tartosiano",,Same Gender,SIM00097,,
Copperdale,Mireille Blackboard,Young Adult,Female,Human,Nordskan,HIGH SCHOOL NPCS,,TEACHER,No,Ongoing,,,"§45,000",,"§45,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska ,  Simlish",,Opposite Gender,SIM00098,,
Copperdale,Robert Teachum,Adult,Male,Human,Nordskan,HIGH SCHOOL NPCS,,TEACHER,No,Ongoing,,,"§45,000",,"§45,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska ,  Simlish",,Opposite Gender,SIM00099,,
Copperdale,Terrace Knowle,Adult,Male,Human,Nordskan,HIGH SCHOOL NPCS,,TEACHER,No,Ongoing,,,"§45,000",,"§45,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska ,  Simlish",,Opposite Gender,SIM00100,,
Copperdale,Yolanda Sayers,Adult,Female,Human,Eastern Simli,HIGH SCHOOL NPCS,,TEACHER,No,Ongoing,,,"§45,000",,"§45,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,Simlish,,Opposite Gender,SIM00101,,
Copperdale,Amari Washington,Adult,Female,Human,North Windenburgian,HIGH SCHOOL NPCS,,PRINCIPAL,No,Ongoing,,,"§80,000",,"§80,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Opposite Gender,SIM00102,,
Copperdale,Joel Emerson,Adult,Male,Human,Nordskan,HIGH SCHOOL NPCS,,PRINCIPAL,No,Ongoing,,,"§80,000",,"§80,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska ,  Simlish",,Opposite Gender,SIM00103,,
Del Sol Valley,Nichole Yoh,Adult,Female,Human,Komorebigan,"Actor/ Actress , Charity Ambassador SNB investor",,good reputation,Yes,Ongoing,FAM-0011,,"§1,000,000,000",,"§1,000,000,000",Elite,Elite,The Fashion Forward Club,5,Cat,,,Mommy,,,,,,,,,,,,,,"Simlish , Komorebigo",,Opposite Gender,SIM00104,,
Del Sol Valley,Taehun Yoh,Teenager,Male,Human,Komorebigan,"High School Student, Fashion Club Member",,spoiled,Yes,Ongoing,FAM-0011,,Same as Nichole same household,,,,Elite,The Fashion Forward Club,2,,,,,,,,,,,,,,,,,,"Simlish , Komorebigo",,Opposite Gender,SIM00105,,
Del Sol Valley,Naida MacAllister,Young Adult,Female,Human,Komorebigan,Live-in-Service,,"MAID,nerd",Yes,Ongoing,FAM-0012,,Same as Nichole same household,,,,Elite,"The Barbie Fan Club , The Library Club , The Nichole Yoh Fan Club",,,,,,,,,,,,,,,,,,,"Simlish , Komorebigo",,Opposite Gender,SIM00106,,
Del Sol Valley,Victoria MacAllister,Young Adult,Female,Human,Komorebigan,Live-in-Service,,"MAID,homewrecker",Yes,Ongoing,FAM-0012,,Same as Nichole same household,,,,Elite,,,,,,,,,,,,,,,,,,,,"Simlish , Komorebigo",,Opposite Gender,SIM00107,,
Del Sol Valley,Alfred Kvasnicka,Adult,Male,Human,Ravenian,Live-in-Service,,"BUTLER, proper friends with Simkuza",Yes,Ongoing,,,Same as Nichole same household,,,,Elite,,,,,,,,,,,,,,,,,,,,"Simlish , Ravena",Apolitical,Opposite Gender,SIM00108,,
Del Sol Valley,Genos Carvelli,Young Adult,Male,Human,Selvadoradian,Live-in-Service,,"GARDENER,lovelorn",Yes,Ongoing,,,Same as Nichole same household,,,,Elite,,,,,,,,,,,,,,,,,,,,"Simlish , Selvadoradian",,Opposite Gender,SIM00109,,
Del Sol Valley,Thorne Bailey,Adult,Male,Human,Selvadoradian,Entertainer,,"pompous
Musician branch",No,Not Started,FAM-0003,,"§700,000",,"§700,000",Rich,Rich,"Cedar Creek Country Club , The Foodies",3,,,,Daddy,,,,,,,,,,,,,,"Simlish , Selvadoradian",SulSulite,Both Genders,SIM00110,,
Del Sol Valley,Octavia Moon,Adult,Female,Human,Selvadoradian & Eastern Simli,Entertainer,,"timid
Symphonic orchestra branch",No,Not Started,FAM-0003,,"Same as Bailey, same household",,,,Rich,Cedar Creek Country Club,1,,,,,,,,,,,,,,,,,,"Simlish , Selvadoradian",,Opposite Gender,SIM00111,,
Del Sol Valley,Orange Bailey-Moon,Child,Male,Human,Selvadoradian & Eastern Simli,"Elite Private School Child , Acting Classes",,,No,Not Started,FAM-0003,,"Same as Bailey, same household",,,,Rich,Cedar Creek Country Club,2,,,,,,,,,,,,,,,,,,"Simlish , Selvadoradian",,,SIM00112,,
Del Sol Valley,Barbie Roberts,Adult,Female,Human,Nordskan,"Charity Ambassador , Astronaut, Doctor, Scientist , Detective , Actor/Actress, Engineer, Military, Painter",,"perfect
Illuminati",No,Not Started,,,"§10,000,000",,"§10,000,000",Elite,Elite,The Fashion Forward Club,5,,,,,,,,,,,,,,,,,,"Komorebigo , Nordska , Ravena , Selvadoadian , Selvadoradian , Simlish , Sixami , Slevadoradian , Tartosiano , Toki Sulani , Tomaru , Windenburgish",SulSulite,Opposite Gender,SIM00113,,
Del Sol Valley,Rajiv Bhatnagar,Adult,Male,Human,North Windenburgian,Secret Agent,,normal,No,Not Started,FAM-0002,,"§350,000",,"§350,000",Middle Class,Middle Class,Cedar Creek Country Club,,Dog,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,Opposite Gender,SIM00114,,
Del Sol Valley,Priya Bhatnagar,Adult,Female,Human,North Windenburgian,Stay-at-home-parent,,conservative,No,Not Started,FAM-0002,,Same as Rajiv same household,,,,Middle Class,Cedar Creek Country Club,,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,Opposite Gender,SIM00115,,
Del Sol Valley,Meera Bhatnagar,Child,Female,Human,North Windenburgian,"Elite Private School Child , Swimming Lessons",,want to be like aunt,No,Not Started,FAM-0002,,Same as Rajiv same household,,,,Middle Class,"Cedar Creek Country Club , The Swimming Club",,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,,SIM00116,,
Del Sol Valley,Shalini Mehra,Young Adult,Female,Human,North Windenburgian,Active Fashion Designer,,"stylish,trendsetter, Highest level in career",No,Not Started,FAM-0002,,"§70,000","§70,000","§140,000",Middle Class,Poor,"The Fashion Forward Club , The Llamazonian Society",,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,Opposite Gender,SIM00117,,
Del Sol Valley,Alessia Moretti,Young Adult,Female,Human,Tartosian,Actor/Actress,,wants to be famous actress,Yes,Not Started,FAM-0008,,"§10,000",,"§10,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Simlish , Tartosiano",,Same Gender,SIM00118,,
Del Sol Valley,Augustin Moretti,Elder,Male,Human,Tartosian,Active Politician,,,No,Not Started,FAM-0008,,"§250,000",,"§250,000",Middle Class,Middle Class,,,,,,,,,,,,,,,,,,,,"Simlish , Tartosiano",Simstainable,Opposite Gender,SIM00119,,
Del Sol Valley,Darl Day,Young Adult,Male,Human,Komorebigan,"Model , Shady Pharma",,"IG model; minor online presence.
Give DS model trait",No,Not Started,,,"§5,000",,"§5,000",Destitute,Destitute,The Fashion Forward Club,1,,,,,,,,,,,,,,,,,,"Simlish , Komorebigo",,Opposite Gender,SIM00120,,
Del Sol Valley,Kimmy Hart,Young Adult,Male,Human,Tartosian,Active Fashion Designer,,"Aspiring designer, not yet recognized, GIVE JOB",No,Not Started,,,"§9,000",,"§9,000",Destitute,Destitute,The Fashion Forward Club,,,,,,,,,,,,,,,,,,,"Simlish , Tartosiano",,Opposite Gender,SIM00121,,
Del Sol Valley,Lucien Faircroft,Elder,Male,Human,Western Simli,"Active Photographer , Shady Pharma",,"First son of Charles Faircroft and Velma Faircroft Half brother of Benedict Faircroft, Father of Hazel Faircroft Estranged from Claire, tension due to divorce, distant,check Ashcroft Faircroft family tree to see relations, NPC",No,Not Started,FAM-0008,,§600,,§600,Destitute,Destitute,,,,,,,,,,,,,,,,,,,,Simlish,,Opposite Gender,SIM00122,,
Del Sol Valley,Cindy Rotique,Adult,Female,Human,Tomaruan,A.W.E Act Actor-Actress,,famous star,No,Not Started,,,"§180,000",,"§180,000",Middle Class,Middle Class,,3,,,,,,,,,,,,,,,,,,"Simlish , Tomaru",,Both Genders,SIM00123,,
Del Sol Valley,Akemi A,Adult,Female,Human,Komorebigan,A.W.E Act Actor-Actress,,use cinerotique,No,Not Started,,,"§5,000",,"§5,000",Destitute,Destitute,,,,,,,,,,,,,,,,,,,,"Simlish , Komorebigo",Llamazonian,Both Genders,SIM00124,,
Del Sol Valley,Ray Holt,Young Adult,Male,Human,Toki,Spicy dancer,,use cinerotique cutesy vibe,No,Not Started,,,"§4,000",,"§4,000",Destitute,Destitute,The Barbie Fan Club,,,,,,,,,,,,,,,,,,,"Simlish , Toki Sulani",,Opposite Gender,SIM00125,,
Del Sol Valley,Cruz Maddox,Adult,Male,Human,Toki,Spicy Dancer,,,No,Not Started,,,"§4,000",,"§4,000",Destitute,Destitute,,,,,,,,,,,,,,,,,,,,"Simlish , Toki Sulani",,Opposite Gender,SIM00126,,
Del Sol Valley,Rico Swavez,Adult,Male,Human,Selvadoradian,"Call Person , Retail Employee",At JF&S Clothiers,,No,Not Started,,,"§5,000",,"§5,000",Destitute,Destitute,,,,,,,,"1,000,000",Owes money,,,,,,,,,,,"Simlish , Selvadoradian",,Both Genders,SIM00127,,
Del Sol Valley,Steph Chef,Young Adult,Female,Human,South Windenburgian,Spicy Dancer,,"chubby, use cinerotique",No,Not Started,,,"§5,000",,"§5,000",Destitute,Destitute,The Foodies,,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,Opposite Gender,SIM00128,,
Del Sol Valley,Chadwick Strokes,Adult,Male,Human,Tomaruan,Call Person,,,No,Not Started,,,"§5,000",,"§5,000",Destitute,Destitute,,,,,,,,,,,,,,,,,,,,"Simlish , Tomaru",,Both Genders,SIM00129,,
Del Sol Valley,Emma Boned,Young Adult,Female,Human,Selvadoradian,"Call Person , A.W.E Act Actor-Actress , BASEMENTAL cc",,"alcoholic, Liam Montenegro's Older sister, Cocaine NPC ,  use cinerotique",No,Not Started,FAM-0003,,"§3,000",,"§3,000",Destitute,Destitute,Second Chance,1,,,,Baby,,"400,000",Owes money,,Nicotine (Cigs and Tobacco),,,,,,,,,"Simlish , Selvadoradian",,Both Genders,SIM00130,,
Del Sol Valley,Liam Montenegro,Young Adult,Male,Human,Selvadoradian,Spicy Dancer,,Emma boned's younger brother ,No,Not Started,FAM-0003,,"§5,000",,"§5,000",Destitute,Destitute,,,,,,,,,,,,,,,,,,,,"Simlish , Selvadoradian",,Opposite Gender,SIM00131,,
Del Sol Valley,Cassie Lomax,Adult,Female,Human,Tomaruan,PAPARAZZI NPCS,,,No,Ongoing,,,"§15,000",,"§15,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tomaru , Simlish",,Opposite Gender,SIM00132,,
Del Sol Valley,Jenna Sharp,Young Adult,Female,Human,South Windenburgian,PAPARAZZI NPCS,,,No,Ongoing,,,"§15,000",,"§15,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Opposite Gender,SIM00133,,
Del Sol Valley,Takeshi Coulson,Adult,Male,Human,South Windenburgian,PAPARAZZI NPCS,,,No,Ongoing,,,"§15,000",,"§15,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Opposite Gender,SIM00134,,
Del Sol Valley,Tamara Blitz,Young Adult,Female,Human,Komorebigan,PAPARAZZI NPCS,,,No,Ongoing,,,"§15,000",,"§15,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Komorebigo , Simlish",,Opposite Gender,SIM00135,,
Del Sol Valley,Angel De Luca,Young Adult,Female,Human,Tomaruan,FILM CREW NPCS,,,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tomaru , Simlish",,Opposite Gender,SIM00136,,
Del Sol Valley,Michael Larson,Young Adult,Male,Human,Tomaruan,FILM CREW NPCS,,,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tomaru , Simlish",,Opposite Gender,SIM00137,,
Del Sol Valley,Randy Mills,Young Adult,Male,Human,Tomaruan,FILM CREW NPCS,,,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tomaru , Simlish",,Opposite Gender,SIM00138,,
Del Sol Valley,Regina Nelson,Young Adult,Female,Human,Tomaruan,FILM CREW NPCS,,,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tomaru , Simlish",,Opposite Gender,SIM00139,,
Del Sol Valley,Brad Miller,Adult,Male,Human,Tomaruan,PRODUCER NPCS,,,No,Ongoing,,,"§70,000",,"§70,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tomaru , Simlish",,Opposite Gender,SIM00140,,
Del Sol Valley,Martin Goldman,Adult,Male,Human,Tomaruan,PRODUCER NPCS,,,No,Ongoing,,,"§70,000",,"§70,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tomaru , Simlish",,Opposite Gender,SIM00141,,
Del Sol Valley,Mark Anders,Adult,Male,Human,Tomaruan,DIRECTOR NPCS,,,No,Ongoing,,,"§80,000",,"§80,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tomaru , Simlish",,Opposite Gender,SIM00142,,
Del Sol Valley,Michelle Lawrence,Adult,Female,Human,South Windenburgian,DIRECTOR NPCS,,,No,Ongoing,,,"§80,000",,"§80,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Opposite Gender,SIM00143,,
Evergreen Harbor,Lance DeLust,Young Adult,Male,Human,Nordskan,"Call Person , Restaurant Waitstaff at the Pigulock Manor",,,No,Not Started,,,"§5,000",,"§5,000",Destitute,Destitute,,,,,,,,0,Owes forever,,,,,,,,,,,"Simlish , Nordska",Simstainable,Both Genders,SIM00144,,
Evergreen Harbor,Alex Thruster,Young Adult,Male,Human,Nordskan,"Spicy Dancer , Shady Pharma",,,No,Not Started,,,"§5,000",,"§5,000",Destitute,Destitute,Second Chance,,,,,,,,,,Cannabis,,,,,,,,,"Simlish , Nordska",Simstainable,Opposite Gender,SIM00145,,
Evergreen Harbor,Tanya Johnson,Adult,Female,Human,Eastern Simli,"Daycare Teacher, Retail Employee",,"Rue’s mom, holding family down sara bellum from powerpuff girls lookalaike",No,Not Started,FAM-0013,,"§10,000",,"§10,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,Simlish,Simstainable,Opposite Gender,SIM00146,,
Evergreen Harbor,John Johnson,Adult,Male,Ghost Culled,Eastern Simli,NA,,dead,No,Not Started,FAM-0013,,,,,,,,,,,,,,,,,,,,,,,,,,Simlish,,Opposite Gender,SIM00147,,
Evergreen Harbor,Rue Johnson,Teenager,Female,Human,Eastern Simli,"High School Student, Adventure club Member , Retail Employee",At The Solar Flare,"Addicted teen, volatile, popular",No,Not Started,FAM-0013,,"Same as Tanya, same household",,,,Poor,"Second Chance , Wild Scouts",,,,,,,,,,"Xanax, MDMA",,,,,,,,,Simlish,,Both Genders,SIM00148,,
Evergreen Harbor,Maya Johnson,Child,Female,Human,Eastern Simli,"Alternative (Public) School Child , School Newspaper",,Rue’s younger sister,No,Not Started,FAM-0013,,"Same as Tanya, same household",,,,Poor,The Library Club,,,,,,,,,,,,,,,,,,,Simlish,,,SIM00149,,
Evergreen Harbor,Isolde Kovac,Young Adult,Female,Succubus,Ravenian,"Dispensary owner, Self Employed","Owns Sunburned Sativa, Dispensary","Succubus, has 2 other siblings, Natasha and Yuri, a hippe focused more on getting high than saving the environment , can see ghosts",Yes,Ongoing,FAM-0057,,"§140,000",,"§140,000",Middle Class,Middle Class,The Simstainable Collective,,,,,,,,,,,,,,,,,,,"Simlish , Ravena",Simstainable,Both Genders,SIM00150,,
Evergreen Harbor,Portia Reid,Young Adult,Female,Human,Toki,"Barista , Restaurant Waitstaff at the Pigulock Manor",,in uni,No,Not Started,FAM-0004,,"§30,000",,"§30,000",Poor,Poor,"Second Chance , Wild Scouts",,,,,,,,,,Psychedelics,,,,,,,,,"Simlish , Toki Sulani",Simstainable,Opposite Gender,SIM00151,,
Evergreen Harbor,Garfield Reid,Young Adult,Male,Ghost,Toki,NA,,Killed by Evelyn brown,No,Not Started,FAM-0004,,,,,,,,,,,,,,,,,,,,,,,,,,"Simlish , Toki Sulani",,Opposite Gender,SIM00152,,
Evergreen Harbor,Rohan Reid,Teenager,Male,Human,Toki,"Boarding School Student , Chess Team Member",,,No,Not Started,FAM-0004,,"Same as Portia, same household",,,,Poor,Second Chance,,,,,,,,,,Cannabis,,,,,,,,,"Simlish , Toki Sulani",,Same Gender,SIM00153,,
Evergreen Harbor,Shericka Reid,Teenager,Female,Human,Toki,"Boarding School Student , Adventure club Member",,,No,Not Started,FAM-0004,,"Same as Portia, same household",,,,Poor,"The Athletics Club , Second Chance",,,,,,,,,,Cannabis,,,,,,,,,"Simlish , Toki Sulani",,Opposite Gender,SIM00154,,
Evergreen Harbor,Vonetta Reid,Teenager,Female,Human,Toki,"Boarding School Student , Scat",,,No,Not Started,FAM-0004,,"Same as Portia, same household",,,,Poor,,,,,,,,,,,,,,,,,,,,"Simlish , Toki Sulani",,Opposite Gender,SIM00155,,
Evergreen Harbor,Erica Green,Young Adult,Female,Human,Toki,"Spicy Dancer, Call Person",,"Big chested, eco consious and airheaded, naive",Yes,Not Started,,,"§1,000",,"§1,000",Destitute,Destitute,The Cowplant Society,,,,,,,"30,000",Owes money,Cult of the Cowplant,,,,,,,,,,"Simlish , Toki Sulani",Simstainable,Both Genders,SIM00156,,
Evergreen Harbor,Yasemin Tinker,Young Adult,Female,Human,Eastern Simli,"Criminal, Restaurant Owner at Pigulock Manor",,"Give Job , 
Diamond agent branch",No,Not Started,FAM-0014,,"§10,000",,"§10,000",Poor,Poor,The Cowplant Society,,,,,,,,,Cult of the Cowplant,,,,,,,,,,Simlish,Simstainable,Same Gender,SIM00157,,
Evergreen Harbor,Tina Tinker,Young Adult,Female,Human,Komorebigan,"Freelancer , Restaurant Cook at the Pigulock Manor",,Crafter,No,Not Started,FAM-0014,,Same As Yaesmin same household,,,,Poor,The Cowplant Society,,,,,,,,,Cult of the Cowplant,,,,,,,,,,"Simlish , Komorebigo",Simstainable,Same Gender,SIM00158,,
Evergreen Harbor,Olive Tinker,Child,Female,Human,Komorebigan & Eastern Simli,"Boarding School Child , School Newspaper",,Give career,No,Not Started,FAM-0014,,Same As Yaesmin same household,,,,Poor,The Library Club,,,,,,,,,,,,,,,,,,,"Simlish , Komorebigo",,,SIM00159,,
Evergreen Harbor,Paul Gyles,Adult,Male,Human,North Windenburgian,WASTE MANAGER NPCS,,,No,Ongoing,,,"§18,000",,"§18,000",Poor,Poor,,,,,,,,,,,Cannabis,,,,,,,,,"Windenburgish , Simlish",,Opposite Gender,SIM00160,,
